,Material,Created On,Created By,Last Change,Changed By,Compl. maint. status,Maintenance status,DF at client level,Material Type,Industry,Material Group,Old material number,Base Unit of Measure,Order Unit,Document,Document type,Doc. Version,Page format,Document change no.,Page number,Number of sheets,Prod./insp. memo,Page format.1,Size/dimensions,Basic material,Industry Std Desc.,Lab/Office,Purchasing value key,Gross Weight,Net Weight,Unit of Weight,Volume,Volume Unit,Container reqmts,Storage conditions,Temp. conditions,Low-Level Code,Transportation Group,Haz. material number,Division,Competitor,EAN number,Number of GR slips,Procurement rule,Source of supply,Season,Label type,Label form,Field deactivated,EAN/UPC,EAN Category,Length,Width,Height,Unit of Dimension,Product Hierarchy,Stock Transfer Net Change Costing,CAD Indicator,QM proc. active,Allowed pkg weight,Unit of weight,Allowed pkg volume,Volume unit,Excess wt tolerance,Excess volume tol.,Variable Purchase Order Unit,Revision Level Assgd,Material is configurable,Batch management,Packaging mat. type,Maximum level,Stackability factor,Matl Grp Pack.Matls,Authorization Group,Valid From,Valid to,Season Year,Price Band Category,With empties BOM,Ext. Material Group,Cross-plant CM,Material Category,Co-product,Follow-up material,Pricing Ref. Matl,X-plant matl status,X-distr.chain status,Valid from,Valid from.1,Tax classification,Catalog profile,Min. Rem. Shelf Life,Total shelf life,Storage percentage,Content unit,Net contents,ComparisonPriceUnit,Labeling matl grpg,Gross contents,Conversion Method,Internal object no.,Environmentally rlvt,Product allocation,Pricing profile,Qual.f.FreeGoodsDis.,Manufacturer Part No.,Manufacturer,Int. material number,Mfr Part Profile,Units of meas. usage,Rollout,DG indicator profile,Highly viscous,In bulk/liquid,Serialization level,Closed,Appr.batch rec. req.,Assign effect. vals,Material completion level,Period Ind. for SLED,Rounding rule SLED,Product Composition,Gen. item cat. grp,Logistical variants,Material is locked,Indicator for relevance in CM,Assortment List Type,Expiration Date,EAN Variant,Generic Material,Reference matl for packing,GDS-Relevant,Origin Acceptance,Standard HU Type,Pilferable,WH Storage Condition,WH Material Group,Handling Indicator,Rel. for HS,Handling Unit Type,Varb. Tare Weight,Maximum Capacity,Overcapacity Toler.,Max. Pack. Length,Max. Pack. Width,Max. Pack. Height,Unit of Measurement,Country of origin,Material freight grp,Quarant. Per.,Quarantine Time Unit,Quality Inspection Group,Serial No. Profile,Form Name,Logistics Unit of Measure,Material Is a CW Material,CW Profile for CW Quantity,Catch Weight Tolerance Group,Adjustment Profile (Merchandise Distr.),Intellectual Property,Variant Price Allowed,Medium,Physical Commodity,Cont. Non-Textile Parts of Animal Origin,Textile Composition Maintenance Active,Segmentation Structure,Segmentation Strategy,Segmentation Status,Segmentation Strategy Scope,Segmentation Relevant,ANP Code,Fashion Attribute 1,Fashion Attribute 2,Fashion Attribute 3,Season Usage,Season Active in Inventory Management,Material Conv. ID,Protected Species Management Code,Loading Units,Loading Unit Group,Structure Category,Tolerance Type ID,Counting Group,DSD Grouping,Tilting Allowed,No Stacking,Only Bottom Layer,Only Top Layer,Stacking Factor,Load without PKM,PKM Overhang Depth,PKM Overhang Width,Max. Stacking Height,Min. Stacking Height,Max.StackH Tolerance,No. Mat / Closed PKM,VSO Unit of Measure,Closed PKM Required,Packaging Code,DG Packaging Status,Material Condition Mgmt,Return Code,Return to Logistics Level,NATO Item ID Number,Spare Part Class Code,Form-Fit-Function class,Supersession chain number,Creation Status,Int. Char. Number,Int. Char. Number.1,Int. Char. Number.2,Color,Main Size,Second Size,Free Charact. Value,Care Code,Brand,Component 1,Percentage Share 1,Component 2,Percentage Share 2,Component 3,Percentage Share 3,Component 4,Percentage Share 4,Component 5,Percentage Share 5,Fashion Grade,Serialization Type,Synchronization Active,Last Synchronization Time,Indicator Changed Since Integration,Profile Relevant Country,Product Category,catalog,Strength / Presentation,Grade,Pack Size,Time,Material Description,Material description,Purchase Order Text
210,680000830,2022-05-16,RACHANGA,2022-06-15,RACHANGA,KVEDLSQBGZX,KVEDLSQBG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,50 ML WHITE HDPE DUMA TWIST-OFF CONTAINE,50 ML WHITE HDPE DUMA TWIST-OFF CONTAINE,50 ML WHITE HDPE DUMA TWIST-OFF CONTAINER
211,680000831,2022-06-07,SHRUHO,2024-10-19,SHRIKA,KDELBSVQGZX,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,2.0,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,12:04:10,2 ml Clear Tubular VIAL EZ-FILL,2 ML CLEAR TUBULAR VIAL EZ-FILL,"2 ml Clear Tubular VIAL EZ-FILL ''VIAL EZ-FILL VB 3mL 16x1x35 ISO8362-1-A-2R, NEST 120 Article Code: P02B2525.0560''"
212,680000832,2022-06-07,SHRUHO,,,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,VIAL EZ-FILL VB 15mL 24x1x60 ISO8362-1-A,VIAL EZ-FILL VB 15ML 24X1X60 ISO8362-1-A,''VIAL EZ-FILL VB 15mL 24x1x60 ISO8362-1-A-15R NE24 Article Code: 01B2010.0981''
213,680000833,2022-06-07,SHRUHO,2023-01-05,SAMBBI,KDELBSVQGZX,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,2.0,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,14:26:53,13mm Flip off  Aluminium Seal,13MM FLIP OFF  ALUMINIUM SEAL,13mm Flip off Aluminium Seal
214,680000834,2022-06-10,SHRUHO,2022-12-10,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Printed Label samples R&D 1in x 2in BOPP,PRINTED LABEL SAMPLES R&D 1IN X 2IN BOPP,Printed Label samples R &D 1in x 2in BOPP
215,680000835,2022-06-10,SHRUHO,2022-12-10,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Printed label samples R&D 3 miL on paper,PRINTED LABEL SAMPLES R&D 3 MIL ON PAPER,Printed label samples R &D 3 miL on paper liner
216,680000836,2022-06-10,SHRUHO,2022-12-10,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Printed box top labels,PRINTED BOX TOP LABELS,Printed box top labels
217,680000837,2022-06-10,SHRUHO,2022-12-10,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Box samples,BOX SAMPLES,Box samples
218,680000838,2022-06-10,SHRUHO,2022-12-10,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Unprinted 902896 labels,UNPRINTED 902896 LABELS,Unprinted 902896 labels
219,680000839,2022-06-10,SHRUHO,2022-12-10,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Unprinted 900366 labels,UNPRINTED 900366 LABELS,Unprinted 900366 labels
220,680000840,2022-06-13,SHRUHO,2022-12-22,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,C5422 6720GC 6TP3,C5422 6720GC 6TP3,''13mm Serum Bromobutyl C5422 6720GC 6TP3''
221,680000841,2022-06-13,SHRUHO,2022-12-22,KULAAR,KDELBSVQGZX,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,1.0,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,13mm Serum Bromobutyl Stopper,13MM SERUM BROMOBUTYL STOPPER,''13mm Serum Bromobutyl C5422 6720GC 6GV3''
222,680000842,2022-06-13,SHRUHO,2022-12-22,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,C5422 6422GS 6TP3,C5422 6422GS 6TP3,''13mm Serum Chlorobutyl C5422 6422GS 6TP3''
223,680000843,2022-06-13,SHRUHO,2022-12-22,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,C5422 6422GS 6GV3,C5422 6422GS 6GV3,''13mm Serum Chlorobutyl C5422 6422GS 6GV3''
224,680000844,2022-06-13,SHRUHO,2022-12-22,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,C1886 6720GC 6TP3,C1886 6720GC 6TP3,''13 mm PremiumCoat (Bromobutyl + ETFE laminated) C1886 6720GC 6TP3''
225,680000845,2022-06-13,SHRUHO,2023-01-05,SAMBBI,KDELBSVQGZX,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,2.0,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,13mm Serum Bromobutyl Stopper,13MM SERUM BROMOBUTYL STOPPER,13mm Serum Bromobutyl Stopper ''13 mm PremiumCoat (Bromobutyl + ETFE laminated) C1886 6720GC 6GV3''
226,680000846,2022-06-13,SHRUHO,2022-12-22,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,C5746 6720GC 6TP3,C5746 6720GC 6TP3,''13 mm Igloo Type Lyo Bromobutyl C5746 6720GC 6TP3''
227,680000847,2022-06-13,SHRUHO,2022-12-22,KULAAR,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,C5746 6720GC 6GV3,C5746 6720GC 6GV3,''13 mm Igloo Type Lyo Bromobutyl C5746 6720GC 6GV3''
228,680000848,2022-06-27,RACHANGA,2022-12-22,KULAAR,KVEDLSQBG,KVEDLSQBG,,ZVRP,P,Z005,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,"VIAL EZ-FILL VB 20mL, 30x1.2x55, ISO 836","VIAL EZ-FILL VB 20ML, 30X1.2X55, ISO 836","VIAL EZ-FILL VB 20mL, 30x1.2x55, ISO 8362-1-A-20R, NE24"
229,680000849,2022-06-29,SHRUHO,2022-12-10,KULAAR,KDELBSVQGZX,KDELBSVQG,,ZVRP,P,Z004,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,1.0,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Duma Twist-Off Cap 2829 D,DUMA TWIST-OFF CAP 2829 D,Duma Twist-Off Cap 2829 D
230,680000850,2022-06-29,SHRUHO,2022-12-10,KULAAR,KDELBSVQGZX,KDELBSVQG,,ZVRP,P,Z004,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,1.0,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Duma Twist-Off 50 ml,DUMA TWIST-OFF 50 ML,Duma Twist-Off 50 ml
231,680000851,2022-07-06,SHRUHO,,,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z022,,KG,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,"Alumlid - 25mm Aluminium/7GSM HSL, 180mm","ALUMLID - 25MM ALUMINIUM/7GSM HSL, 180MM","Alumlid - 25mm Aluminium / 7GSM HSL, 180mm"
232,680000852,2022-07-06,SHRUHO,,,KDELBSVQG,KDELBSVQG,,ZVRP,P,Z022,,KG,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,"Alumpack - 25mOPA/50mAl/60mPVC, 180mm","ALUMPACK - 25MOPA/50MAL/60MPVC, 180MM","Alumpack - 25m OPA/50m Aluminium/60m PVC, 180mm"
233,680000853,2022-07-15,RACHANGA,,,KVEDLSQBG,KVEDLSQBG,,ZVRP,P,Z022,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,White color CRC CAP 25mm,WHITE COLOR CRC CAP 25MM,White color CRC CAP 25mm
234,680000854,2022-07-17,RACHANGA,,,KVEDLSQBG,KVEDLSQBG,,ZVRP,P,Z022,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,HDPE Container,HDPE CONTAINER,HDPE Container
235,680000855,2022-08-01,RACHANGA,2024-07-26,VINAKUMA,KVEDLSQBGZX,KVEDLSQBG,,ZVRP,P,Z022,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Box with Insert attached for 10 mL vial,BOX WITH INSERT ATTACHED FOR 10 ML VIAL,Box with Insert attached for 10 mL vial
236,680000856,2022-08-01,RACHANGA,2023-06-06,ABHIGHOSH,KVEDLSQBGZX,KVEDLSQBG,,ZVRP,P,Z022,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,00:00:00,Box Top Label (for 100-0784),BOX TOP LABEL (FOR 100-0784),Box Top Label (for 100-0784)
237,680000857,2022-08-01,RACHANGA,2024-07-26,VINAKUMA,KVEDLSQBGZX,KVEDLSQBG,,ZVRP,P,Z022,,NOS,,,,,,,,0,,,,,,,,0,0,KG,0,,,,,,1,,4,,,0,,,,,,,,,0,0,0,,,,,X,0,,0,,0,0,,,,X,,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,,0,,,,,,,,Z001,,,,,,,,,,0,D,,,NORM,,,,,B,,,,,,,,,,,,,,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,0,,0,,0,,,,,,,,,0,12:03:49,Box Top Label (for 100-0785),BOX TOP LABEL (FOR 100-0785),Box Top Label (for 100-0785)
