,Material,Created By,Created On,Client lvl,Mat. Type,Industry,Matl Group,Unit,PV key,Material Description,Purchase Order Text,catalog
13412,555126122,PARAVE,45345,,ZSC2,P,Z022,NOS,,"VIPER CAP,CAT#60402357, IDXL 0.18X65MM,S","VIPER CAP,CAT#60402357, IDXL 0.18X65MM,SST-THERMO","CAT#60402357, IDXL 0.18X65MM,SST-THERMO"
13413,555126124,PARAVE,45345,,ZSC2,P,Z022,NOS,,"VIPER CAP,CAT#6040239, IDXL 0.18X950MM,S","VIPER CAP,CAT#6040239, IDXL 0.18X950MM,SST-THERMO","CAT#6040239, IDXL 0.18X950MM,SST-THERMO"
13414,555126125,PARAVE,45345,,ZSC2,P,Z022,NOS,,"20-300UL STERILE TIP BOXES,CAT#003007524","20-300UL STERILE TIP BOXES,CAT#0030075242,EPPENDORF","CAT#0030075242,EPPENDORF"
13415,555126123,PARAVE,45345,,ZSC2,P,Z022,NOS,,"VIPER CAP,CAT#60402375, IDXL 0.18X350MM,","VIPER CAP,CAT#60402375, IDXL 0.18X350MM,SST-THERMO","CAT#60402375, IDXL 0.18X350MM,SST-THERMO"
13416,555126254,PARAVE,45356,,ZSC2,P,Z022,NOS,,"BRAND STAINING TRAY,CAT# BR471400, BLACK","BRAND STAINING TRAY,CAT# BR471400, BLACK (SIZE 76 MM Ã— 26 MM , FOR 25 SLIDES, POM) , SIGMA","CAT# BR471400, BLACK (SIZE 76 MM Ã— 26 MM , FOR 25 SLIDES, POM) , SIGMA"
13417,555126255,PARAVE,45356,,ZSC2,P,Z022,NOS,,"STAINTRAY SLIDE,CAT#Z670146, 38 CM Ã— 4.","STAINTRAY SLIDE,CAT#Z670146, 38 CM Ã— 4.5 CM Ã— 24 CM ( L X H X W) BLACK LID, HUMIDITY TRAY, IMMUNOHISTOCHEMISTRY STAINING TRAY, SI","CAT#Z670146, 38 CM Ã— 4.5 CM Ã— 24 CM ( L X H X W) BLACK LID, HUMIDITY TRAY, IMMUNOHISTOCHEMISTRY STAINING TRAY, SI"
13418,555126256,PARAVE,45356,,ZSC2,P,Z022,NOS,,"STAINING TRAY,CAT#HS15951A, (HOLDS 8 X S","STAINING TRAY,CAT#HS15951A, (HOLDS 8 X SLIDES 76X26 MM), PACK OF 4 BASES AND 1 LID,DISPOSABLE BLACK SLIDE,SIGMA","CAT#HS15951A, (HOLDS 8 X SLIDES 76X26 MM), PACK OF 4 BASES AND 1 LID,DISPOSABLE BLACK SLIDE,SIGMA"
13419,555126243,PARAVE,45356,,ZSC2,P,Z022,NOS,,"InVivoMAb rat IgG1,BE0088,HRPN,25mg,BioX","InVivoMAb rat IgG1,BE0088,HRPN,25mg,BioX,HRPN,25mg,BioXcell, isotype control,anti-horseradish peroxidase,Bioxcel",
13420,555126260,PARAVE,45357,,ZSC2,P,Z022,NOS,,"B-27 PLUS SUPPLEMENT,CAT#A3582801, (50X)","B-27 PLUS SUPPLEMENT,CAT#A3582801, (50X) THERMOFISHER","CAT#A3582801, (50X) THERMOFISHER"
13421,555126261,PARAVE,45357,,ZSC2,P,Z022,NOS,,"VWR DISH,CAT#VWRU10062-882, TISSUE CULTU","VWR DISH,CAT#VWRU10062-882, TISSUE CULTURE, 150MM ST, 120/CS,VWR","CAT#VWRU10062-882, TISSUE CULTURE, 150MM ST, 120/CS,VWR"
13422,555126262,PARAVE,45357,,ZSC2,P,Z022,NOS,,"T CELL IMMUNORECEPTOR,CAT#4351370, WITH","T CELL IMMUNORECEPTOR,CAT#4351370, WITH IG AND ITIM DOMAINS (MM03807522_M1) FOR 750 REACTION,THERMO","CAT#4351370, WITH IG AND ITIM DOMAINS (MM03807522_M1) FOR 750 REACTION,THERMO"
13423,555126263,PARAVE,45357,,ZSC2,P,Z022,NOS,,CRASTS WATERPROOF FLAMELESS ELECTRIC LIG,"CRASTS WATERPROOF FLAMELESS ELECTRIC LIGHTER-ELECTRIC, LIQUEFIED PETROLEUM GAS CRASTS",
13424,555126264,PARAVE,45357,,ZSC2,P,Z022,NOS,,"17764-Q, MINISART RC25 NON STERILE 0.2UM","17764-Q, MINISART RC25 NON STERILE 0.2UM 25MM, 500/PK, SARTORIUS",
13425,555125783,PARAVE,45307,,ZSC2,P,Z022,NOS,,"WOUND CLOSURE CLIPS,CAT#0009971, AUTOCLI","WOUND CLOSURE CLIPS,CAT#0009971, AUTOCLIP (7 MM),ALZET","CAT#0009971, AUTOCLIP (7 MM),ALZET"
13426,555126287,PARAVE,45362,,ZSC2,P,Z022,NOS,,Vacuum Tube with L Bent Coneectors with,Vacuum Tube with L Bent Coneectors with Tubing,
13427,555126294,PARAVE,45363,,ZSC2,P,Z022,NOS,,"CD31-BV605,CAT#740356,ANTIMOUSE,50ÂµG,BD","CD31-BV605,CAT#740356,ANTIMOUSE,50ÂµG,BD","CAT#740356,ANTIMOUSE,50ÂµG,BD"
13428,555126295,PARAVE,45363,,ZSC2,P,Z022,NOS,,"CD206-PE/DAZZLE 594,CAT#141732,ANTIMOUSE","CD206-PE/DAZZLE 594,CAT#141732,ANTIMOUSE,100ÂµG,BIOLEGEND","CAT#141732,ANTIMOUSE,100ÂµG,BIOLEGEND"
13429,555126296,PARAVE,45363,,ZSC2,P,Z022,NOS,,"ADULT BRAIN,CAT#130-107-677, DISSOCIATIO","ADULT BRAIN,CAT#130-107-677, DISSOCIATION KIT MOUSE AND RAT,1 KIT,MILTENYI BIOTECH","CAT#130-107-677, DISSOCIATION KIT MOUSE AND RAT,1 KIT,MILTENYI BIOTECH"
13430,555126297,PARAVE,45363,,ZSC2,P,Z022,NOS,,"LUNG,CAT# 130-095-927, DISSOCIATION KIT","LUNG,CAT# 130-095-927, DISSOCIATION KIT MOUSE,1 KIT,MILTENYI BIOTECH","CAT# 130-095-927, DISSOCIATION KIT MOUSE,1 KIT,MILTENYI BIOTECH"
13431,555126298,PARAVE,45363,,ZSC2,P,Z022,NOS,,"PE ANTI-MOUSE,CAT#127408,PODOPLANIN ANTI","PE ANTI-MOUSE,CAT#127408,PODOPLANIN ANTIBODY, BIOLEGEND","CAT#127408,PODOPLANIN ANTIBODY, BIOLEGEND"
13432,555126299,PARAVE,45363,,ZSC2,P,Z022,NOS,,"ALPHA-SMOOTH,CAT#53-9760-82, MUSCLE ACTI","ALPHA-SMOOTH,CAT#53-9760-82, MUSCLE ACTIN MONOCLONAL ANTIBODY (1A4); AF488, THERMOFISHER","CAT#53-9760-82, MUSCLE ACTIN MONOCLONAL ANTIBODY (1A4); AF488, THERMOFISHER"
13433,555126301,PARAVE,45363,,ZSC2,P,Z022,NOS,,"ALEXA FLUOR 647,CAT#123424, ANTI-MOUSE C","ALEXA FLUOR 647,CAT#123424, ANTI-MOUSE CD21/CD35 (CR2/CR1) ANTIBODY, BIOLEGEND","CAT#123424, ANTI-MOUSE CD21/CD35 (CR2/CR1) ANTIBODY, BIOLEGEND"
13434,555126302,PARAVE,45363,,ZSC2,P,Z022,NOS,,"BV421 MOUSE,CAT#740079, ANTI-HUMAN CD81,","BV421 MOUSE,CAT#740079, ANTI-HUMAN CD81, BD BIOSCIENCES","CAT#740079, ANTI-HUMAN CD81, BD BIOSCIENCES"
13435,555126303,PARAVE,45363,,ZSC2,P,Z022,NOS,,"APC/CYANINE7,CAT#100414, ANTI-MOUSE CD4","APC/CYANINE7,CAT#100414, ANTI-MOUSE CD4 ANTIBODY, BIOLEGEND","CAT#100414, ANTI-MOUSE CD4 ANTIBODY, BIOLEGEND"
13436,555126305,PARAVE,45363,,ZSC2,P,Z022,NOS,,"MYCOALERT,CAT#LT07-118, DETECTION KIT- 1","MYCOALERT,CAT#LT07-118, DETECTION KIT- 10 TESTS,LONZA","CAT#LT07-118, DETECTION KIT- 10 TESTS,LONZA"
13437,555126306,PARAVE,45363,,ZSC2,P,Z022,NOS,,G4 PRE-FILTER (ISO COARSE 70%) - MM 500,G4 PRE-FILTER (ISO COARSE 70%) - MM 500 X 400 X 48 WITH A STURDY CARDBOARD FRAME (2 PIECES KIT).,
13438,555126307,PARAVE,45363,,ZSC2,P,Z022,NOS,,"TISSUE-TEK GLASS,CAT#6419, MOUNTING MEDI","TISSUE-TEK GLASS,CAT#6419, MOUNTING MEDIUM,SAKURA","CAT#6419, MOUNTING MEDIUM,SAKURA"
13439,555126308,PARAVE,45363,,ZSC2,P,Z022,NOS,,"SEEDING ASSEMBLY,PN#3005-299-100,SPINCOT","SEEDING ASSEMBLY,PN#3005-299-100,SPINCOTECH",
13440,555126309,PARAVE,45363,,ZSC2,P,Z022,NOS,,"CRYSTALLINE CAP,PN#3001-200-001, (STANDA","CRYSTALLINE CAP,PN#3001-200-001, (STANDARD),SPINCOTECH",
13441,555126310,PARAVE,45363,,ZSC2,P,Z022,NOS,,"CRYSTALLINE CAP,PN#3001-200-004, (SOLVEN","CRYSTALLINE CAP,PN#3001-200-004, (SOLVENT ADDITION),SPINCOTECH",
13442,555126311,PARAVE,45363,,ZSC2,P,Z022,NOS,,"CRYSTALLINE HOOK STIRRER,PN#3001-200-101","CRYSTALLINE HOOK STIRRER,PN#3001-200-101,SPINCOTECH",
13443,555126312,PARAVE,45363,,ZSC2,P,Z022,NOS,,"CRYSTALLINE CAP,PN#3001-200-003, (EVAPOR","CRYSTALLINE CAP,PN#3001-200-003, (EVAPORATION),SPINCOTECH",
13444,555126265,PARAVE,45357,,ZSC2,P,Z022,NOS,,"1-AMINOBENZOTRIAZOLE,CAT#A3940-250MG,SIG","1-AMINOBENZOTRIAZOLE,CAT#A3940-250MG,SIGMA","CAT#A3940-250MG,SIGMA"
13445,555126300,PARAVE,45363,,ZSC2,P,Z022,NOS,,"THY1.1/CD90.1, CAT#741109, ANTI-MOUS","THY1.1/CD90.1,, CAT#BDB741109, ANTI-MOUSE, CLONE HIS51, FISHERSCIENTIFIC","CAT#BDB741109, ANTI-MOUSE, CLONE HIS51, FISHERSCIENTIFIC"
13446,555125438,PARAVE,45254,,ZSC2,P,Z022,NOS,,"PDPN,CAT#MBS1752965, POLYCLONAL ANTIBODY","PDPN,CAT#MBS1752965,POLYCLONAL ANTIBODY,pack of 5, MYBIOSOURCE","CAT#MBS1752965,POLYCLONAL ANTIBODY,pack of 5, MYBIOSOURCE"
13447,555126435,PARAVE,45371,,ZSC2,P,Z022,NOS,,"REA CONTROL,CAT#130-128-392, ANTIBODY (I","REA CONTROL,CAT#130-128-392, ANTIBODY (I), HUMAN IGG1, PE-VIO 770, REAFINITY,MILTENYI","CAT#130-128-392, ANTIBODY (I), HUMAN IGG1, PE-VIO 770, REAFINITY,MILTENYI"
13448,555126436,PARAVE,45371,,ZSC2,P,Z022,NOS,,"PE-CF594,,CAT#562292, MOUSE IGG1, K ISO","PE-CF594,,CAT#562292, MOUSE IGG1, Îš ISOTYPE CONTROL ,BD","CAT#562292, MOUSE IGG1, Îš ISOTYPE CONTROL ,BD"
13449,555126438,PARAVE,45371,,ZSC2,P,Z022,NOS,,"APC HUMAN IGG1,CAT#403505, ISOTYPE CONTR","APC HUMAN IGG1,CAT#403505, ISOTYPE CONTROL RECOMBINANT ANTIBODY,BIOLEGEND","CAT#403505, ISOTYPE CONTROL RECOMBINANT ANTIBODY,BIOLEGEND"
13450,555126383,PARAVE,45369,,ZSC2,P,Z022,NOS,,"NUCLEASE-FREE WATER,AM9939(NOT DEPC-TREA","NUCLEASE-FREE WATER,AM9939(NOT DEPC-TREATED)",
13451,555126450,PARAVE,45371,,ZSC2,P,Z022,NOS,,"HANKS BALANCED,CAT#HBSS-1A, SALT SOLU","HANKS BALANCED,CAT#HBSS-1A, SALT SOLUTION (HBSS), WITH CA & MG, WITHOUT PHENOL RED, 500ML, CAPRICORN SCIENTIFIC","CAT#HBSS-1A, SALT SOLUTION (HBSS), WITH CA & MG, WITHOUT PHENOL RED, 500ML, CAPRICORN SCIENTIFIC"
13452,555126475,PARAVE,45373,,ZSC2,P,Z022,NOS,,"CAPILLARIES, PN#5500-1210, FOR HPLC, CAP","CAPILLARIES, PN#5500-1210, FOR HPLC, CAPILLARY STAINLESS STEEL 0.12 X 500MM SL/SX PS/NS, AGILENT",
13453,555126476,PARAVE,45373,,ZSC2,P,Z022,NOS,,"GELTREX LDEV-FREE,CAT#A1413302,5ML, HESC","GELTREX LDEV-FREE,CAT#A1413302,5ML, HESC-QUALIFIED,GIBCO","CAT#A1413302,5ML, HESC-QUALIFIED,GIBCO"
13454,555126478,PARAVE,45373,,ZSC2,P,Z022,NOS,,"GELZAN,CAT#71010-52-1, CM GELRITE,SIGMA","GELZAN,CAT#71010-52-1, CM GELRITE,SIGMA","CAT#71010-52-1, CM GELRITE,SIGMA"
13455,555126480,PARAVE,45373,,ZSC2,P,Z022,NOS,,"GLUCAGON GLP1R,CAT##C1TT1GLP1, EXPRESSIN","GLUCAGON GLP1R,CAT##C1TT1GLP1, EXPRESSING CELLS LABELED WITH TERBIUM, 200 TESTS, REVVITY","CAT##C1TT1GLP1, EXPRESSING CELLS LABELED WITH TERBIUM, 200 TESTS, REVVITY"
13456,555126481,PARAVE,45373,,ZSC2,P,Z022,NOS,,"GLP1R FLUORESCENT PROBE,CAT##L0030RED, R","GLP1R FLUORESCENT PROBE,CAT##L0030RED, REVVITY","CAT##L0030RED, REVVITY"
13457,555126482,PARAVE,45373,,ZSC2,P,Z022,NOS,,"DEOXYRIBONUCLEIC ACID,CAT##D3159, FROM H","DEOXYRIBONUCLEIC ACID,CAT##D3159, FROM HERRING SPERM, 100G, SIGMA","CAT##D3159, FROM HERRING SPERM, 100G, SIGMA"
13458,555126483,PARAVE,45373,,ZSC2,P,Z022,NOS,,"GLUCAGON,CAT##AS64488,-LIKE PEPTIDE 1, G","GLUCAGON,CAT##AS64488,-LIKE PEPTIDE 1, GLP-1 (7-36), AMIDE, HUMAN [FAM-TRP31] - 0.5 MG,ANASPEC","CAT##AS64488,-LIKE PEPTIDE 1, GLP-1 (7-36), AMIDE, HUMAN [FAM-TRP31] - 0.5 MG,ANASPEC"
13459,555126463,PARAVE,45372,,ZSC2,P,Z022,NOS,,"SOCS-2 ANTIBODY,CAT#MAB4979-SP, (517206)","SOCS-2 ANTIBODY,CAT#MAB4979-SP, (517206) - 25ÂµG,R &D","CAT#MAB4979-SP, (517206) - 25ÂµG,R &D"
13460,555126461,PARAVE,45372,,ZSC2,P,Z022,NOS,,"GPR56 ANTIBODY,CAT#MAB46361-SP, (2446B)","GPR56 ANTIBODY,CAT#MAB46361-SP, (2446B) - 25ÂµG,R &D","CAT#MAB46361-SP, (2446B) - 25ÂµG,R &D"
13461,555125878,PARAVE,45320,,ZSC2,P,Z022,NOS,,"SUR-8 RABBIT POLYCLONAL,CAT#17561-1-AP,","SUR-8 RABBIT POLYCLONAL,CAT#17561-1-AP, ANTIBODY,PROTEIN TECH","CAT#17561-1-AP, ANTIBODY,PROTEIN TECH"
13462,555125523,PARAVE,45265,,ZSC2,P,Z022,NOS,,"MS RAT,CAT#558266, SOLUBLE PROTEIN CBA B","MS RAT,CAT#558266, SOLUBLE PROTEIN CBA BUFFER KIT,BD BIOSCIENCES","CAT#558266, SOLUBLE PROTEIN CBA BUFFER KIT,BD BIOSCIENCES"
13463,555126513,PARAVE,45379,,ZSC2,P,Z022,NOS,,"MONTELUKAST SODIUM,CAT#PHR1603-1G,MERCK","MONTELUKAST SODIUM,CAT#PHR1603-1G,MERCK","CAT#PHR1603-1G,MERCK"
13464,555126514,PARAVE,45379,,ZSC2,P,Z022,NOS,,"IBUPROFEN,CAT#I4883-5G,MERCK","IBUPROFEN,CAT#I4883-5G,MERCK","CAT#I4883-5G,MERCK"
13465,555126515,PARAVE,45379,,ZSC2,P,Z022,NOS,,"FLUFENAMIC ACID,CAT#F9005-50G,MERCK","FLUFENAMIC ACID,CAT#F9005-50G,MERCK","CAT#F9005-50G,MERCK"
13466,555126516,PARAVE,45379,,ZSC2,P,Z022,NOS,,"HUMAN LIVER S9,CAT#H2620.S9,XTREME 200 M","HUMAN LIVER S9,CAT#H2620.S9,XTREME 200 MIXED GENDER ,XENOTECH","CAT#H2620.S9,XTREME 200 MIXED GENDER ,XENOTECH"
13467,555126517,PARAVE,45379,,ZSC2,P,Z022,NOS,,"POLYCLONAL SHOC2,CAT#LS C679454-100, RAB","POLYCLONAL SHOC2,CAT#LS C679454-100, RABBIT ANTI HUMAN ANTIBODY,100UG,LS BIO","CAT#LS C679454-100, RABBIT ANTI HUMAN ANTIBODY,100UG,LS BIO"
13468,555126518,PARAVE,45379,,ZSC2,P,Z022,NOS,,"ERCC CONTROL,CAT#4456740,THERMO","ERCC CONTROL,CAT#4456740,THERMO","CAT#4456740,THERMO"
13469,555126519,PARAVE,45379,,ZSC2,P,Z022,NOS,,"MOUSE MONOCLONAL,CAT#MA1-26528, ANTIBODY","MOUSE MONOCLONAL,CAT#MA1-26528, ANTIBODY TO P-GP (C219),THERMO","CAT#MA1-26528, ANTIBODY TO P-GP (C219),THERMO"
13470,555126520,PARAVE,45379,,ZSC2,P,Z022,NOS,,"ALPHALISA CXCL10/IP-10,CAT#AL259C, HUMAN","ALPHALISA CXCL10/IP-10,CAT#AL259C, HUMAN,DETECTION KIT, 500 ASSAY POINTS,REVVITY","CAT#AL259C, HUMAN,DETECTION KIT, 500 ASSAY POINTS,REVVITY"
13471,555126521,PARAVE,45379,,ZSC2,P,Z022,NOS,,"ALPHALISA IL-6,CAT#AL223C,HUMAN, DETECTI","ALPHALISA IL-6,CAT#AL223C,HUMAN, DETECTION KIT, 500 ASSAY POINTS,REVVITY","CAT#AL223C,HUMAN, DETECTION KIT, 500 ASSAY POINTS,REVVITY"
13472,555126522,PARAVE,45379,,ZSC2,P,Z022,NOS,,"MICROSCOPE SLIDE,CAT#631-1552,WITH BEVEL","MICROSCOPE SLIDE,CAT#631-1552,WITH BEVELLED EDGES AND PLAIN END (1,0 X 76Ã—26 MM),VWR","CAT#631-1552,WITH BEVELLED EDGES AND PLAIN END (1,0 X 76Ã—26 MM),VWR"
13473,555126523,PARAVE,45379,,ZSC2,P,Z022,NOS,,"ASCORBIC ACID, USP,CAT#AS102,SPECTRUM CH","ASCORBIC ACID, USP,CAT#AS102,SPECTRUM CHEMICAL","CAT#AS102,SPECTRUM CHEMICAL"
13474,555126547,PARAVE,45384,,ZSC2,P,Z022,NOS,,"CDKN2B/P15,CAT#SC-271791, INK4B ANTIBODY","CDKN2B/P15,CAT#SC-271791, INK4B ANTIBODY (D-12),200 µG/ML,SANTACRUIZE","CAT#SC-271791, INK4B ANTIBODY (D-12),200 µG/ML,SANTACRUIZE"
13475,555126542,PARAVE,45384,,ZSC2,P,Z022,NOS,,"M ZETA PLUS,CAT#3M ID FD000140497, BC SE","M ZETA PLUS,CAT#3M ID FD000140497, BC SERIES FILTER CAPSULE WITH ACTIVATED CARBON SERIES MEDIA,3M PN#BC0025LR35SP, 3M ID 7000076362","CAT#3M ID FD000140497, BC SERIES FILTER CAPSULE WITH ACTIVATED CARBON SERIES MEDIA,3M PN#BC0025LR35SP, 3M ID 7000076362"
13476,555126253,PARAVE,45356,,ZSC2,P,Z022,NOS,,"ANTI-PYK2,CAT#AB32571,ANTIBODY,YE353,100","ANTI-PYK2,CAT#AB32571,ANTIBODY,YE353,100 UL,(GR3339221-3)ABCAM","CAT#AB32571,ANTIBODY,YE353,100 UL,(GR3339221-3)ABCAM"
13477,555126597,PARAVE,45386,,ZSC2,P,Z022,NOS,,"ROBOTIC TIPS, 200UL, 96TIPS/RACK (STERIL","ROBOTIC TIPS, 200UL, 96TIPS/RACK (STERILE), CAT#BWCART-200-M9-TP",CAT#BWCART-200-M9-TP
13478,555126598,PARAVE,45386,,ZSC2,P,Z022,NOS,,"ROBOTIC TIPS,50UL,96 TIPS/RACK-( STERILE","ROBOTIC TIPS,50UL,96 TIPS/RACK-( STERILE), CATALOG NO.: BWCART-50-M9-TP",CATALOG NO.: BWCART-50-M9-TP
13479,555126601,PARAVE,45386,,ZSC2,P,Z022,NOS,,"SULFADIMETHOXINE,CAT#PHR1448-500MG,MERCK","SULFADIMETHOXINE,CAT#PHR1448-500MG,MERCK","CAT#PHR1448-500MG,MERCK"
13480,555126602,PARAVE,45386,,ZSC2,P,Z022,NOS,,"SC MICRO TUBE PCR-PT,CAT#21A00K927,2.0 M","SC MICRO TUBE PCR-PT,CAT#21A00K927,2.0 ML ,1000/BOX,THOMAS","CAT#21A00K927,2.0 ML ,1000/BOX,THOMAS"
13481,555126603,PARAVE,45386,,ZSC2,P,Z022,NOS,,"NUNC 96-WELL,CAT#95040452, DW 2ML PLATES","NUNC 96-WELL,CAT#95040452, DW 2ML PLATES, (50/BOX),THERMOFISHER","CAT#95040452, DW 2ML PLATES, (50/BOX),THERMOFISHER"
13482,555126604,PARAVE,45386,,ZSC2,P,Z022,NOS,,"TUBE ADAPTER,CAT#30016332,1.5ML OR 2ML M","TUBE ADAPTER,CAT#30016332,1.5ML OR 2ML MICROFUGE WITH HINGED CAP,BIO-SCREEN","CAT#30016332,1.5ML OR 2ML MICROFUGE WITH HINGED CAP,BIO-SCREEN"
13483,555126575,PARAVE,45385,,ZSC2,P,Z022,NOS,,"LS PROBE- HS-PTK2B-C1,CAT#1148188-C1,RNA","LS PROBE- HS-PTK2B-C1,CAT#1148188-C1,RNASCOPE 2.5,ACD - BIOTECHNE","CAT#1148188-C1,RNASCOPE 2.5,ACD - BIOTECHNE"
13484,555126599,PARAVE,45386,,ZSC2,P,Z022,NOS,,"MGMT RB MAB,CAT#86039S-100UL,( E904V),CS","MGMT RB MAB,CAT#86039S-100UL,( E904V),CST","CAT#86039S-100UL,( E904V),CST"
13485,555126002,PARAVE,45336,,ZSC2,P,Z022,NOS,,"MACS SMART STRAINER,CA# 130-098-463, SIZ","MACS SMART STRAINER,CA# 130-098-463, SIZE- 100UM,MILTENYI",
13486,555126625,PARAVE,45390,,ZSC2,P,Z022,NOS,,"AGAROSE,CAT#A4018, LOW GELLING TEMPERATU","AGAROSE,CAT#A4018, LOW GELLING TEMPERATURE,SIGMA","CAT#A4018, LOW GELLING TEMPERATURE,SIGMA"
13487,555126627,PARAVE,45390,,ZSC2,P,Z022,NOS,,"MICRO-90,CAT#M-9050-12, CONCENTRATED CLE","MICRO-90,CAT#M-9050-12, CONCENTRATED CLEANING SOLUTION 1L (VWR US CATALOG NUMBER # 89210-138),VWR US","CAT#M-9050-12, CONCENTRATED CLEANING SOLUTION 1L (VWR US CATALOG NUMBER # 89210-138),VWR US"
13488,555126628,PARAVE,45390,,ZSC2,P,Z022,NOS,,"MICRO-90,CAT#M-9051-04, CONCENTRATED CLE","MICRO-90,CAT#M-9051-04, CONCENTRATED CLEANING SOLUTION 4L (VWR US CATALOG NUMBER # 89210-140),VWR US","CAT#M-9051-04, CONCENTRATED CLEANING SOLUTION 4L (VWR US CATALOG NUMBER # 89210-140),VWR US"
13489,555126629,PARAVE,45390,,ZSC2,P,Z022,NOS,,LI-COR BLACK WESTERN BLOT INCUBATION BOX,"LI-COR BLACK WESTERN BLOT INCUBATION BOXES #929-97201,LI-COR",
13490,555126630,PARAVE,45390,,ZSC2,P,Z022,NOS,,LI-COR BLACK WESTERN BLOT INCUBATION BOX,"LI-COR BLACK WESTERN BLOT INCUBATION BOXES #929-97301,LI-COR",
13491,555126631,PARAVE,45390,,ZSC2,P,Z022,NOS,,LI-COR BLACK WESTERN BLOT INCUBATION BOX,"LI-COR BLACK WESTERN BLOT INCUBATION BOXES #929-97401,LI-COR",
13492,555126632,PARAVE,45390,,ZSC2,P,Z022,NOS,,"PROPOFOL INJECTION,20ML, I.P.1% W/V-,NEO","PROPOFOL INJECTION,20ML, I.P.1% W/V-,NEON NEOROF",
13493,555126633,PARAVE,45390,,ZSC2,P,Z022,NOS,,"EZ-QUICK SLIDE,CAT#IW-2510-L, STAINING S","EZ-QUICK SLIDE,CAT#IW-2510-L, STAINING SET - LINEAR 3,IHC WORLD","CAT#IW-2510-L, STAINING SET - LINEAR 3,IHC WORLD"
13494,555126634,PARAVE,45390,,ZSC2,P,Z022,NOS,,"EZ-QUICK SLIDE,CAT#IW-2511, STAINING DIS","EZ-QUICK SLIDE,CAT#IW-2511, STAINING DISH, GRAY, PLASTIC, EACH, IHC WORLD","CAT#IW-2511, STAINING DISH, GRAY, PLASTIC, EACH, IHC WORLD"
13495,555126635,PARAVE,45390,,ZSC2,P,Z022,NOS,,"COL1A1,CAT# 72026S, XP RABBIT MAB,(E8F4L","COL1A1,CAT# 72026S, XP RABBIT MAB,(E8F4L),100UG VIAL, CELL SIGNALING.","CAT# 72026S, XP RABBIT MAB,(E8F4L),100UG VIAL, CELL SIGNALING."
13496,555126636,PARAVE,45390,,ZSC2,P,Z022,NOS,,"NOCODAZOLE,CAT#487928, MERCK","NOCODAZOLE,CAT#487928, MERCK","CAT#487928, MERCK"
13497,555126654,PARAVE,45392,,ZSC2,P,Z022,NOS,,"CYTOCHALASIN D,CAT#C8273-1MG,SIGMA","CYTOCHALASIN D,CAT#C8273-1MG,SIGMA","CAT#C8273-1MG,SIGMA"
13498,555125619,PARAVE,45275,,ZSC2,P,Z022,NOS,,"DEUCRAVACITINIB,CAT#HY-117287,MEDCHEM EX","DEUCRAVACITINIB,CAT#HY-117287,MEDCHEM EXPRESS","CAT#HY-117287,MEDCHEM EXPRESS"
13499,555126656,PARAVE,45394,,ZSC2,P,Z022,NOS,,"CAMP HUNTER,CAT#95-0062C2, CHO-K1 GLP1R","CAMP HUNTER,CAT#95-0062C2, CHO-K1 GLP1R GS CELL LINE, 2 VIALS,EUROFINS DISCOVERX","CAT#95-0062C2, CHO-K1 GLP1R GS CELL LINE, 2 VIALS,EUROFINS DISCOVERX"
13500,555126657,PARAVE,45394,,ZSC2,P,Z022,NOS,,"HUMAN CHO-K1/GLP1R/GÎ‘15,CAT#NCL20120065","HUMAN CHO-K1/GLP1R/GÎ 15,CAT#NCL20120065CR, STABLE CELL LINE, 2 VIALS,CREATIVE BIOLABS","CAT#NCL20120065CR, STABLE CELL LINE, 2 VIALS,CREATIVE BIOLABS"
13501,555126658,PARAVE,45394,,ZSC2,P,Z022,NOS,,"HUMAN GLP1R/BETA-ARRESTIN,CAT#CSC-RG1505","HUMAN GLP1R/BETA-ARRESTIN,CAT#CSC-RG1505, STABLE CELL LINE-CHO,CREATIVE BIOGENE","CAT#CSC-RG1505, STABLE CELL LINE-CHO,CREATIVE BIOGENE"
13502,555126659,PARAVE,45394,,ZSC2,P,Z022,NOS,,"GLP-1R ANTIBODY,CAT#SC-390774, (D-6), MO","GLP-1R ANTIBODY,CAT#SC-390774, (D-6), MOUSE MONOCLONAL, SANTACRUZ","CAT#SC-390774, (D-6), MOUSE MONOCLONAL, SANTACRUZ"
13503,555126660,PARAVE,45394,,ZSC2,P,Z022,NOS,,"GLP-1R ANTIBODY,CAT#SC-390773, (B-11), M","GLP-1R ANTIBODY,CAT#SC-390773, (B-11), MOUSE MONOCLONAL, SANTACRUZ","CAT#SC-390773, (B-11), MOUSE MONOCLONAL, SANTACRUZ"
13504,555126661,PARAVE,45394,,ZSC2,P,Z022,NOS,,"GLP1R POLYCLONAL,CAT#26196-1-AP, ANTIBOD","GLP1R POLYCLONAL,CAT#26196-1-AP, ANTIBODY, RABBIT POLYCLONAL, PROTEINTECH","CAT#26196-1-AP, ANTIBODY, RABBIT POLYCLONAL, PROTEINTECH"
13505,555126662,PARAVE,45394,,ZSC2,P,Z022,NOS,,"GLP-1R ANTIBODY,CAT#NLS1205F-0.05ML, (FI","GLP-1R ANTIBODY,CAT#NLS1205F-0.05ML, (FITC), RABBIT POLYCLONAL, NOVUS BIOLOGICALS","CAT#NLS1205F-0.05ML, (FITC), RABBIT POLYCLONAL, NOVUS BIOLOGICALS"
